Weight,Number of Learning Problems, Open State, Final State, Steps, Path
10-90,9, (2-4), (1-6), 3, ->(2-5)->(2-6)->
10-90,9, (3-4), (3-4), -1, ->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->
10-90,9, (4-4), (4-3), -1, ->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->
10-90,9, (5-4), (4-4), -1, ->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->
10-90,9, (6-4), (4-3), -1, ->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->
10-90,9, (2-5), (1-6), 2, ->(2-6)->
10-90,9, (4-5), (5-3), -1, ->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->
10-90,9, (5-5), (5-4), -1, ->(4-5)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->
10-90,9, (6-5), (4-4), -1, ->(5-5)->(4-5)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->
10-90,9, (2-6), (1-6), 1, ->
10-90,9, (3-6), (1-6), 2, ->(2-6)->
10-90,9, (4-6), (1-6), 3, ->(3-6)->(2-6)->
10-90,9, (6-6), (4-3), -1, ->(6-5)->(5-5)->(4-5)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->(4-4)->(5-4)->(5-3)->(4-3)->
10-90,10, (1-1), (3-2), -1, ->(2-1)->(2-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,10, (2-1), (3-2), -1, ->(2-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,10, (4-1), (4-1), -1, ->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->
10-90,10, (5-1), (6-1), 1, ->
10-90,10, (2-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,10, (3-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,10, (5-2), (5-2), -1, ->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->
10-90,10, (6-2), (6-1), 1, ->
10-90,10, (2-3), (2-3), -1, ->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->
10-90,10, (4-3), (5-2), -1, ->(5-3)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->
10-90,10, (5-3), (5-2), -1, ->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->
10-90,10, (1-4), (1-4), -1, ->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->
10-90,10, (2-4), (1-6), 3, ->(2-5)->(2-6)->
10-90,10, (3-4), (3-4), -1, ->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->
10-90,10, (4-4), (5-2), -1, ->(5-4)->(5-3)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->
10-90,10, (5-4), (5-2), -1, ->(5-3)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->
10-90,10, (6-4), (5-2), -1, ->(5-4)->(5-3)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->
10-90,10, (2-5), (1-6), 2, ->(2-6)->
10-90,10, (4-5), (5-2), -1, ->(4-4)->(5-4)->(5-3)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->
10-90,10, (5-5), (5-2), -1, ->(5-4)->(5-3)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->
10-90,10, (6-5), (5-2), -1, ->(5-5)->(5-4)->(5-3)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->
10-90,10, (2-6), (1-6), 1, ->
10-90,10, (3-6), (1-6), 2, ->(2-6)->
10-90,10, (4-6), (1-6), 3, ->(3-6)->(2-6)->
10-90,10, (6-6), (5-2), -1, ->(6-5)->(5-5)->(5-4)->(5-3)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->(5-2)->
10-90,11, (1-1), (3-2), -1, ->(2-1)->(2-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,11, (2-1), (3-2), -1, ->(2-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,11, (4-1), (4-1), -1, ->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->
10-90,11, (5-1), (6-1), 1, ->
10-90,11, (2-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,11, (3-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,11, (5-2), (6-1), 2, ->(6-2)->
10-90,11, (6-2), (6-1), 1, ->
10-90,11, (2-3), (2-3), -1, ->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->(2-3)->
10-90,11, (4-3), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,11, (5-3), (6-1), 3, ->(5-2)->(6-2)->
10-90,11, (1-4), (1-4), -1, ->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->(1-4)->
10-90,11, (2-4), (1-6), 3, ->(2-5)->(2-6)->
10-90,11, (3-4), (3-4), -1, ->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->(3-4)->
10-90,11, (4-4), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,11, (5-4), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,11, (6-4), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,11, (2-5), (1-6), 2, ->(2-6)->
10-90,11, (4-5), (6-1), 6, ->(4-4)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,11, (5-5), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,11, (6-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,11, (2-6), (1-6), 1, ->
10-90,11, (3-6), (1-6), 2, ->(2-6)->
10-90,11, (4-6), (1-6), 3, ->(3-6)->(2-6)->
10-90,11, (6-6), (6-1), 7, ->(6-5)->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,12, (1-1), (3-2), -1, ->(2-1)->(2-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,12, (2-1), (3-2), -1, ->(2-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,12, (4-1), (4-1), -1, ->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->(4-1)->
10-90,12, (5-1), (6-1), 1, ->
10-90,12, (2-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,12, (3-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,12, (5-2), (6-1), 2, ->(6-2)->
10-90,12, (6-2), (6-1), 1, ->
