Weight,Number of Learning Problems, Open State, Final State, Steps, Path
10-90,93, (2-1), (2-1), -1, ->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->
10-90,93, (4-1), (6-1), 2, ->(5-1)->
10-90,93, (5-1), (6-1), 1, ->
10-90,93, (2-2), (1-6), 5, ->(2-3)->(2-4)->(2-5)->(2-6)->
10-90,93, (3-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,93, (5-2), (6-1), 2, ->(6-2)->
10-90,93, (6-2), (6-1), 1, ->
10-90,93, (2-3), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,93, (4-3), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,93, (5-3), (6-1), 3, ->(5-2)->(6-2)->
10-90,93, (1-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,93, (2-4), (1-6), 3, ->(2-5)->(2-6)->
10-90,93, (3-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,93, (4-4), (1-6), 5, ->(3-4)->(2-4)->(2-5)->(2-6)->
10-90,93, (5-4), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,93, (6-4), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,93, (2-5), (1-6), 2, ->(2-6)->
10-90,93, (4-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,93, (5-5), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,93, (6-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,93, (2-6), (1-6), 1, ->
10-90,93, (3-6), (1-6), 2, ->(2-6)->
10-90,93, (4-6), (1-6), 3, ->(3-6)->(2-6)->
10-90,93, (6-6), (6-1), 7, ->(6-5)->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,94, (1-1), (1-1), -1, ->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->
10-90,94, (2-1), (2-1), -1, ->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->
10-90,94, (4-1), (6-1), 2, ->(5-1)->
10-90,94, (5-1), (6-1), 1, ->
10-90,94, (2-2), (1-6), 5, ->(2-3)->(2-4)->(2-5)->(2-6)->
10-90,94, (3-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,94, (5-2), (6-1), 2, ->(6-2)->
10-90,94, (6-2), (6-1), 1, ->
10-90,94, (2-3), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,94, (4-3), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,94, (5-3), (6-1), 3, ->(5-2)->(6-2)->
10-90,94, (1-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,94, (2-4), (1-6), 3, ->(2-5)->(2-6)->
10-90,94, (3-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,94, (4-4), (1-6), 5, ->(3-4)->(2-4)->(2-5)->(2-6)->
10-90,94, (5-4), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,94, (6-4), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,94, (2-5), (1-6), 2, ->(2-6)->
10-90,94, (4-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,94, (5-5), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,94, (6-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,94, (2-6), (1-6), 1, ->
10-90,94, (3-6), (1-6), 2, ->(2-6)->
10-90,94, (4-6), (1-6), 3, ->(3-6)->(2-6)->
10-90,94, (6-6), (6-1), 7, ->(6-5)->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,95, (1-1), (1-1), -1, ->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->
10-90,95, (2-1), (2-1), -1, ->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->
10-90,95, (4-1), (6-1), 2, ->(5-1)->
10-90,95, (5-1), (6-1), 1, ->
10-90,95, (2-2), (1-6), 5, ->(2-3)->(2-4)->(2-5)->(2-6)->
10-90,95, (3-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,95, (5-2), (6-1), 2, ->(6-2)->
10-90,95, (6-2), (6-1), 1, ->
10-90,95, (2-3), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,95, (4-3), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,95, (5-3), (6-1), 3, ->(5-2)->(6-2)->
10-90,95, (1-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,95, (2-4), (1-6), 3, ->(2-5)->(2-6)->
10-90,95, (3-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,95, (4-4), (1-6), 5, ->(3-4)->(2-4)->(2-5)->(2-6)->
10-90,95, (5-4), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,95, (6-4), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,95, (2-5), (1-6), 2, ->(2-6)->
10-90,95, (4-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,95, (5-5), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,95, (6-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,95, (2-6), (1-6), 1, ->
10-90,95, (3-6), (1-6), 2, ->(2-6)->
10-90,95, (4-6), (1-6), 3, ->(3-6)->(2-6)->
10-90,95, (6-6), (6-1), 7, ->(6-5)->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,96, (1-1), (1-1), -1, ->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->
10-90,96, (2-1), (2-1), -1, ->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->
10-90,96, (4-1), (6-1), 2, ->(5-1)->
10-90,96, (5-1), (6-1), 1, ->
10-90,96, (2-2), (1-6), 5, ->(2-3)->(2-4)->(2-5)->(2-6)->
10-90,96, (3-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,96, (5-2), (6-1), 2, ->(6-2)->
10-90,96, (6-2), (6-1), 1, ->
10-90,96, (2-3), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,96, (4-3), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,96, (5-3), (6-1), 3, ->(5-2)->(6-2)->
10-90,96, (1-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,96, (2-4), (1-6), 3, ->(2-5)->(2-6)->
10-90,96, (3-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,96, (4-4), (1-6), 5, ->(3-4)->(2-4)->(2-5)->(2-6)->
10-90,96, (5-4), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,96, (6-4), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,96, (2-5), (1-6), 2, ->(2-6)->
10-90,96, (4-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,96, (5-5), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,96, (6-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,96, (2-6), (1-6), 1, ->
10-90,96, (3-6), (1-6), 2, ->(2-6)->
10-90,96, (4-6), (1-6), 3, ->(3-6)->(2-6)->
10-90,96, (6-6), (6-1), 7, ->(6-5)->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,97, (1-1), (1-1), -1, ->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->
10-90,97, (2-1), (2-1), -1, ->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->
10-90,97, (4-1), (6-1), 2, ->(5-1)->
10-90,97, (5-1), (6-1), 1, ->
10-90,97, (2-2), (1-6), 5, ->(2-3)->(2-4)->(2-5)->(2-6)->
10-90,97, (3-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,97, (5-2), (6-1), 2, ->(6-2)->
10-90,97, (6-2), (6-1), 1, ->
10-90,97, (2-3), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,97, (4-3), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,97, (5-3), (6-1), 3, ->(5-2)->(6-2)->
10-90,97, (1-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,97, (2-4), (1-6), 3, ->(2-5)->(2-6)->
10-90,97, (3-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,97, (4-4), (1-6), 5, ->(3-4)->(2-4)->(2-5)->(2-6)->
10-90,97, (5-4), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,97, (6-4), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,97, (2-5), (1-6), 2, ->(2-6)->
10-90,97, (4-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,97, (5-5), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,97, (6-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,97, (2-6), (1-6), 1, ->
10-90,97, (3-6), (1-6), 2, ->(2-6)->
10-90,97, (4-6), (1-6), 3, ->(3-6)->(2-6)->
10-90,97, (6-6), (6-1), 7, ->(6-5)->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,98, (1-1), (1-1), -1, ->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->
10-90,98, (2-1), (2-1), -1, ->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->
10-90,98, (4-1), (6-1), 2, ->(5-1)->
10-90,98, (5-1), (6-1), 1, ->
10-90,98, (2-2), (1-6), 5, ->(2-3)->(2-4)->(2-5)->(2-6)->
10-90,98, (3-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,98, (5-2), (6-1), 2, ->(6-2)->
10-90,98, (6-2), (6-1), 1, ->
10-90,98, (2-3), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,98, (4-3), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,98, (5-3), (6-1), 3, ->(5-2)->(6-2)->
10-90,98, (1-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,98, (2-4), (1-6), 3, ->(2-5)->(2-6)->
10-90,98, (3-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,98, (4-4), (1-6), 5, ->(3-4)->(2-4)->(2-5)->(2-6)->
10-90,98, (5-4), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,98, (6-4), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,98, (2-5), (1-6), 2, ->(2-6)->
10-90,98, (4-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,98, (5-5), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,98, (6-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,98, (2-6), (1-6), 1, ->
10-90,98, (3-6), (1-6), 2, ->(2-6)->
10-90,98, (4-6), (1-6), 3, ->(3-6)->(2-6)->
10-90,98, (6-6), (6-1), 7, ->(6-5)->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,99, (1-1), (1-1), -1, ->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->
10-90,99, (2-1), (2-1), -1, ->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->
10-90,99, (4-1), (6-1), 2, ->(5-1)->
10-90,99, (5-1), (6-1), 1, ->
10-90,99, (2-2), (1-6), 5, ->(2-3)->(2-4)->(2-5)->(2-6)->
10-90,99, (3-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,99, (5-2), (6-1), 2, ->(6-2)->
10-90,99, (6-2), (6-1), 1, ->
10-90,99, (2-3), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,99, (4-3), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,99, (5-3), (6-1), 3, ->(5-2)->(6-2)->
10-90,99, (1-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,99, (2-4), (1-6), 3, ->(2-5)->(2-6)->
10-90,99, (3-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,99, (4-4), (1-6), 5, ->(3-4)->(2-4)->(2-5)->(2-6)->
10-90,99, (5-4), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,99, (6-4), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,99, (2-5), (1-6), 2, ->(2-6)->
10-90,99, (4-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,99, (5-5), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,99, (6-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,99, (2-6), (1-6), 1, ->
10-90,99, (3-6), (1-6), 2, ->(2-6)->
10-90,99, (4-6), (1-6), 3, ->(3-6)->(2-6)->
10-90,99, (6-6), (6-1), 7, ->(6-5)->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,100, (1-1), (1-1), -1, ->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->
10-90,100, (2-1), (2-1), -1, ->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->(2-1)->
10-90,100, (4-1), (6-1), 2, ->(5-1)->
10-90,100, (5-1), (6-1), 1, ->
10-90,100, (2-2), (1-6), 5, ->(2-3)->(2-4)->(2-5)->(2-6)->
10-90,100, (3-2), (3-2), -1, ->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->(3-2)->
10-90,100, (5-2), (6-1), 2, ->(6-2)->
10-90,100, (6-2), (6-1), 1, ->
10-90,100, (2-3), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,100, (4-3), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,100, (5-3), (6-1), 3, ->(5-2)->(6-2)->
10-90,100, (1-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,100, (2-4), (1-6), 3, ->(2-5)->(2-6)->
10-90,100, (3-4), (1-6), 4, ->(2-4)->(2-5)->(2-6)->
10-90,100, (4-4), (1-6), 5, ->(3-4)->(2-4)->(2-5)->(2-6)->
10-90,100, (5-4), (6-1), 4, ->(5-3)->(5-2)->(6-2)->
10-90,100, (6-4), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,100, (2-5), (1-6), 2, ->(2-6)->
10-90,100, (4-5), (6-1), 6, ->(5-5)->(5-4)->(5-3)->(5-2)->(6-2)->
10-90,100, (5-5), (6-1), 5, ->(5-4)->(5-3)->(5-2)->(6-2)->
