Weight,Number of Learning Problems, Open State, Final State, Steps, Path
10-90,47, (3-1), (1-1), -1, ->(2-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->
10-90,47, (4-1), (4-2), -1, ->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->
10-90,47, (5-1), (6-1), -1, ->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->
10-90,47, (6-1), (6-1), -1, ->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->
10-90,47, (1-2), (1-3), -1, ->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->
10-90,47, (2-2), (2-2), -1, ->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->
10-90,47, (4-2), (4-2), -1, ->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->
10-90,47, (7-2), (7-1), 1, ->
10-90,47, (1-3), (1-3), -1, ->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->
10-90,47, (3-3), (3-3), -1, ->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->
10-90,47, (4-3), (3-3), -1, ->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->
10-90,47, (5-3), (5-3), -1, ->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->
10-90,47, (6-3), (7-1), 3, ->(7-3)->(7-2)->
10-90,47, (7-3), (7-1), 2, ->(7-2)->
10-90,47, (1-4), (1-3), -1, ->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->
10-90,47, (2-4), (2-4), -1, ->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->
10-90,47, (3-4), (4-6), -1, ->(3-5)->(3-6)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->
10-90,47, (6-4), (7-1), 4, ->(7-4)->(7-3)->(7-2)->
10-90,47, (7-4), (7-1), 3, ->(7-3)->(7-2)->
10-90,47, (1-5), (1-7), 2, ->(1-6)->
10-90,47, (3-5), (4-7), -1, ->(3-6)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->
10-90,47, (5-5), (7-1), 6, ->(6-5)->(6-4)->(7-4)->(7-3)->(7-2)->
10-90,47, (6-5), (7-1), 5, ->(6-4)->(7-4)->(7-3)->(7-2)->
10-90,47, (1-6), (1-7), 1, ->
10-90,47, (3-6), (4-6), -1, ->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->
10-90,47, (4-6), (4-7), -1, ->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->
10-90,47, (6-6), (7-1), 6, ->(6-5)->(6-4)->(7-4)->(7-3)->(7-2)->
10-90,47, (7-6), (7-1), 7, ->(6-6)->(6-5)->(6-4)->(7-4)->(7-3)->(7-2)->
10-90,47, (2-7), (1-7), 1, ->
10-90,47, (3-7), (1-7), 2, ->(2-7)->
10-90,47, (4-7), (4-6), -1, ->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->
10-90,47, (5-7), (4-7), -1, ->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->
10-90,47, (7-7), (7-1), 8, ->(7-6)->(6-6)->(6-5)->(6-4)->(7-4)->(7-3)->(7-2)->
10-90,48, (1-1), (1-1), -1, ->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->
10-90,48, (2-1), (1-1), -1, ->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->
10-90,48, (3-1), (1-1), -1, ->(2-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->(1-1)->
10-90,48, (4-1), (4-2), -1, ->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->
10-90,48, (5-1), (6-1), -1, ->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->
10-90,48, (6-1), (6-1), -1, ->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->(6-1)->
10-90,48, (1-2), (1-3), -1, ->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->
10-90,48, (2-2), (2-2), -1, ->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->(2-2)->
10-90,48, (4-2), (4-2), -1, ->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->(4-2)->
10-90,48, (7-2), (7-1), 1, ->
10-90,48, (1-3), (1-3), -1, ->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->
10-90,48, (3-3), (3-3), -1, ->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->
10-90,48, (4-3), (3-3), -1, ->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->(3-3)->
10-90,48, (5-3), (5-3), -1, ->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->(5-3)->
10-90,48, (6-3), (7-1), 3, ->(7-3)->(7-2)->
10-90,48, (7-3), (7-1), 2, ->(7-2)->
10-90,48, (1-4), (1-3), -1, ->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->(1-3)->
10-90,48, (2-4), (2-4), -1, ->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->(2-4)->
10-90,48, (3-4), (4-6), -1, ->(3-5)->(3-6)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->
10-90,48, (6-4), (7-1), 4, ->(7-4)->(7-3)->(7-2)->
10-90,48, (7-4), (7-1), 3, ->(7-3)->(7-2)->
10-90,48, (1-5), (1-7), 2, ->(1-6)->
10-90,48, (3-5), (4-7), -1, ->(3-6)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->
10-90,48, (5-5), (7-1), 6, ->(6-5)->(6-4)->(7-4)->(7-3)->(7-2)->
10-90,48, (6-5), (7-1), 5, ->(6-4)->(7-4)->(7-3)->(7-2)->
10-90,48, (1-6), (1-7), 1, ->
10-90,48, (3-6), (4-6), -1, ->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->
10-90,48, (4-6), (4-7), -1, ->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->
10-90,48, (6-6), (7-1), 6, ->(6-5)->(6-4)->(7-4)->(7-3)->(7-2)->
10-90,48, (7-6), (7-1), 7, ->(6-6)->(6-5)->(6-4)->(7-4)->(7-3)->(7-2)->
10-90,48, (2-7), (1-7), 1, ->
10-90,48, (3-7), (1-7), 2, ->(2-7)->
10-90,48, (4-7), (4-6), -1, ->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->(4-7)->(4-6)->
